player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
101515,O. Migunov,Oleksandr,Migunov,29.0,1994-04-13,Donetsk,Ukraine,Ukraine,172 cm,62 kg,False,https://media-3.api-sports.io/football/players/101515.png,333,2019
101516,A. Doroshenko,Arsentii,Doroshenko,23.0,2000-06-27,Dnipro,Ukraine,Ukraine,176 cm,67 kg,False,https://media-2.api-sports.io/football/players/101516.png,333,2019
156221,A. Globa,Andrii,Globa,24.0,1999-01-24,,Ukraine,Ukraine,173 cm,68 kg,False,https://media-2.api-sports.io/football/players/156221.png,333,2019
180395,V. Bondar,Vladyslav,Bondar,23.0,2000-03-24,,Ukraine,Ukraine,178 cm,68 kg,False,https://media-2.api-sports.io/football/players/180395.png,333,2019
181895,D. Galata,Denys,Galata,23.0,2000-09-04,Kremenchuk,Ukraine,Ukraine,176 cm,60 kg,False,https://media-3.api-sports.io/football/players/181895.png,333,2019
201332,Y. Tlumak,Yurii,Tlumak,21.0,2002-07-11,,Ukraine,Ukraine,179 cm,73 kg,False,https://media-2.api-sports.io/football/players/201332.png,333,2019
212161,D. Piddubnyi,Dmytro,Piddubnyi,23.0,2000-01-15,,Ukraine,Ukraine,185 cm,75 kg,False,https://media-3.api-sports.io/football/players/212161.png,333,2019
263520,V. Bilotserkovets,Volodymyr,Bilotserkovets,23.0,2000-01-22,,Ukraine,Ukraine,,,False,https://media-1.api-sports.io/football/players/263520.png,333,2019
673,A. Pyatov,Andrii,Pyatov,39.0,1984-06-28,Kirovohrad,Ukraine,Ukraine,190 cm,90 kg,False,https://media-1.api-sports.io/football/players/673.png,333,2019
674,O. Shevchenko,Oleksii,Shevchenko,31.0,1992-02-24,Dnipro,Ukraine,Ukraine,188 cm,81 kg,False,https://media-1.api-sports.io/football/players/674.png,333,2019
675,A. Trubin,Anatolii,Trubin,22.0,2001-08-01,Donetsk,Ukraine,Ukraine,199 cm,88 kg,False,https://media-1.api-sports.io/football/players/675.png,333,2019
676,V. Bondar,Valeriy,Bondar,24.0,1999-02-27,Kharkiv,Ukraine,Ukraine,172 cm,73 kg,False,https://media-3.api-sports.io/football/players/676.png,333,2019
682,M. Matvienko,Mykola,Matvienko,27.0,1996-05-02,Saky,Ukraine,Ukraine,182 cm,74 kg,False,https://media-1.api-sports.io/football/players/682.png,333,2019
698,T. Stepanenko,Taras,Stepanenko,34.0,1989-08-08,Velyka Novosilka,Ukraine,Ukraine,181 cm,76 kg,False,https://media-2.api-sports.io/football/players/698.png,333,2019
699,A. Totovytskyi,Andrii,Totovytskyi,30.0,1993-01-20,Sarny,Ukraine,Ukraine,187 cm,77 kg,False,https://media-1.api-sports.io/football/players/699.png,333,2019
1500,D. Riznyk,Dmytro,Riznyk,24.0,1999-01-30,,Ukraine,Ukraine,186 cm,77 kg,False,https://media-2.api-sports.io/football/players/1500.png,333,2019
63381,K. Prokopchuk,Kyrylo,Prokopchuk,25.0,1998-02-14,,Ukraine,Ukraine,187 cm,80 kg,False,https://media-3.api-sports.io/football/players/63381.png,333,2019
63446,B. Mykhailichenko,Bohdan,Mykhailichenko,26.0,1997-03-21,Boryspil,Ukraine,Ukraine,179 cm,73 kg,False,https://media-1.api-sports.io/football/players/63446.png,333,2019
63461,Lucas Taylor,Lucas Taylor,Maia Reis,28.0,1995-04-10,Guarulhos,Brazil,Brazil,177 cm,70 kg,False,https://media-2.api-sports.io/football/players/63461.png,333,2019
